#FORMAT      : EMSA/MAS Spectral Data File
#VERSION     : 1.0
#TITLE       : Spectrum 2
#DATE        : 21-AUG-2025
#TIME        : 15:06
#OWNER       : XGT7200
#NPOINTS     : 4096.
#NCOLUMNS    : 1.
#XUNITS      : keV
#YUNITS      : counts
#DATATYPE    : XY
#XPERCHAN    : 0.0100000
#OFFSET      : -0.400000
#SIGNALTYPE  : EDS
#CHOFFSET    : 40.0000
#LIVETIME    : 30.000000
#REALTIME    : 39.479019
#BEAMKV      : 50.0000
#PROBECUR    : 695000.
#MAGCAM      : 100.000
#XTILTSTGE   : 0.0
#AZIMANGLE   : 0.0
#ELEVANGLE   : 45.0
#XPOSITION mm: 0.0000
#YPOSITION mm: 0.0000
#ZPOSITION mm: 0.0000
##OXINSTPT   : 4
##OXINSTSTROB: 72.06
#SPECTRUM    : Spectral Data Starts Here
-0.40000, 0.
-0.39000, 0.
-0.38000, 0.
-0.37000, 0.
-0.36000, 0.
-0.35000, 0.
-0.34000, 0.
-0.33000, 0.
-0.32000, 0.
-0.31000, 0.
-0.30000, 0.
-0.29000, 0.
-0.28000, 0.
-0.27000, 0.
-0.26000, 0.
-0.25000, 0.
-0.24000, 0.
-0.23000, 0.
-0.22000, 0.
-0.21000, 0.
-0.20000, 0.
-0.19000, 0.
-0.18000, 0.
-0.17000, 0.
-0.16000, 0.
-0.15000, 0.
-0.14000, 0.
-0.13000, 0.
-0.12000, 0.
-0.11000, 0.
-0.10000, 0.
-0.09000, 0.
-0.08000, 0.
-0.07000, 0.
-0.06000, 0.
-0.05000, 0.
-0.04000, 0.
-0.03000, 0.
-0.02000, 0.
-0.01000, 0.
0.00000, 0.
0.01000, 0.
0.02000, 0.
0.03000, 0.
0.04000, 0.
0.05000, 0.
0.06000, 0.
0.07000, 0.
0.08000, 0.
0.09000, 0.
0.10000, 0.
0.11000, 0.
0.12000, 0.
0.13000, 0.
0.14000, 0.
0.15000, 0.
0.16000, 0.
0.17000, 0.
0.18000, 0.
0.19000, 0.
0.20000, 0.
0.21000, 0.
0.22000, 0.
0.23000, 0.
0.24000, 0.
0.25000, 0.
0.26000, 0.
0.27000, 0.
0.28000, 0.
0.29000, 0.
0.30000, 0.
0.31000, 0.
0.32000, 0.
0.33000, 0.
0.34000, 3.
0.35000, 4.
0.36000, 4.
0.37000, 7.
0.38000, 9.
0.39000, 20.
0.40000, 21.
0.41000, 22.
0.42000, 32.
0.43000, 34.
0.44000, 38.
0.45000, 29.
0.46000, 41.
0.47000, 51.
0.48000, 45.
0.49000, 48.
0.50000, 49.
0.51000, 36.
0.52000, 50.
0.53000, 35.
0.54000, 42.
0.55000, 41.
0.56000, 41.
0.57000, 34.
0.58000, 38.
0.59000, 54.
0.60000, 52.
0.61000, 40.
0.62000, 32.
0.63000, 43.
0.64000, 36.
0.65000, 39.
0.66000, 35.
0.67000, 30.
0.68000, 45.
0.69000, 30.
0.70000, 45.
0.71000, 37.
0.72000, 26.
0.73000, 43.
0.74000, 43.
0.75000, 46.
0.76000, 44.
0.77000, 35.
0.78000, 44.
0.79000, 42.
0.80000, 34.
0.81000, 36.
0.82000, 45.
0.83000, 36.
0.84000, 33.
0.85000, 42.
0.86000, 42.
0.87000, 29.
0.88000, 34.
0.89000, 31.
0.90000, 41.
0.91000, 43.
0.92000, 29.
0.93000, 46.
0.94000, 38.
0.95000, 52.
0.96000, 42.
0.97000, 35.
0.98000, 35.
0.99000, 46.
1.00000, 44.
1.01000, 42.
1.02000, 50.
1.03000, 55.
1.04000, 60.
1.05000, 64.
1.06000, 49.
1.07000, 42.
1.08000, 42.
1.09000, 45.
1.10000, 41.
1.11000, 48.
1.12000, 40.
1.13000, 35.
1.14000, 40.
1.15000, 43.
1.16000, 34.
1.17000, 37.
1.18000, 41.
1.19000, 40.
1.20000, 56.
1.21000, 61.
1.22000, 71.
1.23000, 88.
1.24000, 67.
1.25000, 74.
1.26000, 78.
1.27000, 88.
1.28000, 60.
1.29000, 63.
1.30000, 54.
1.31000, 54.
1.32000, 49.
1.33000, 39.
1.34000, 41.
1.35000, 55.
1.36000, 40.
1.37000, 45.
1.38000, 42.
1.39000, 71.
1.40000, 95.
1.41000, 152.
1.42000, 165.
1.43000, 263.
1.44000, 366.
1.45000, 466.
1.46000, 582.
1.47000, 713.
1.48000, 746.
1.49000, 717.
1.50000, 736.
1.51000, 637.
1.52000, 679.
1.53000, 560.
1.54000, 410.
1.55000, 344.
1.56000, 224.
1.57000, 185.
1.58000, 153.
1.59000, 109.
1.60000, 104.
1.61000, 83.
1.62000, 147.
1.63000, 190.
1.64000, 298.
1.65000, 489.
1.66000, 818.
1.67000, 1211.
1.68000, 1787.
1.69000, 2574.
1.70000, 3240.
1.71000, 4200.
1.72000, 4941.
1.73000, 5708.
1.74000, 5945.
1.75000, 6125.
1.76000, 5616.
1.77000, 5236.
1.78000, 4421.
1.79000, 3584.
1.80000, 2866.
1.81000, 2019.
1.82000, 1568.
1.83000, 1071.
1.84000, 748.
1.85000, 554.
1.86000, 380.
1.87000, 302.
1.88000, 199.
1.89000, 164.
1.90000, 120.
1.91000, 100.
1.92000, 92.
1.93000, 77.
1.94000, 61.
1.95000, 70.
1.96000, 67.
1.97000, 81.
1.98000, 74.
1.99000, 78.
2.00000, 91.
2.01000, 103.
2.02000, 89.
2.03000, 75.
2.04000, 85.
2.05000, 78.
2.06000, 63.
2.07000, 38.
2.08000, 60.
2.09000, 36.
2.10000, 40.
2.11000, 26.
2.12000, 30.
2.13000, 24.
2.14000, 23.
2.15000, 29.
2.16000, 28.
2.17000, 33.
2.18000, 27.
2.19000, 30.
2.20000, 23.
2.21000, 33.
2.22000, 24.
2.23000, 28.
2.24000, 27.
2.25000, 43.
2.26000, 50.
2.27000, 40.
2.28000, 55.
2.29000, 58.
2.30000, 62.
2.31000, 47.
2.32000, 51.
2.33000, 49.
2.34000, 52.
2.35000, 40.
2.36000, 50.
2.37000, 30.
2.38000, 35.
2.39000, 27.
2.40000, 30.
2.41000, 38.
2.42000, 28.
2.43000, 25.
2.44000, 34.
2.45000, 31.
2.46000, 11.
2.47000, 29.
2.48000, 31.
2.49000, 39.
2.50000, 29.
