#FORMAT      : EMSA/MAS Spectral Data File
#VERSION     : 1.0
#TITLE       : Spectrum 23
#DATE        : 21-AUG-2025
#TIME        : 15:27
#OWNER       : XGT7200
#NPOINTS     : 4096.
#NCOLUMNS    : 1.
#XUNITS      : keV
#YUNITS      : counts
#DATATYPE    : XY
#XPERCHAN    : 0.0100000
#OFFSET      : -0.400000
#SIGNALTYPE  : EDS
#CHOFFSET    : 40.0000
#LIVETIME    : 30.000000
#REALTIME    : 39.572036
#BEAMKV      : 50.0000
#PROBECUR    : 682000.
#MAGCAM      : 100.000
#XTILTSTGE   : 0.0
#AZIMANGLE   : 0.0
#ELEVANGLE   : 45.0
#XPOSITION mm: 0.0000
#YPOSITION mm: 0.0000
#ZPOSITION mm: 0.0000
##OXINSTPT   : 4
##OXINSTSTROB: 71.95
#SPECTRUM    : Spectral Data Starts Here
-0.40000, 0.
-0.39000, 0.
-0.38000, 0.
-0.37000, 0.
-0.36000, 0.
-0.35000, 0.
-0.34000, 0.
-0.33000, 0.
-0.32000, 0.
-0.31000, 0.
-0.30000, 0.
-0.29000, 0.
-0.28000, 0.
-0.27000, 0.
-0.26000, 0.
-0.25000, 0.
-0.24000, 0.
-0.23000, 0.
-0.22000, 0.
-0.21000, 0.
-0.20000, 0.
-0.19000, 0.
-0.18000, 0.
-0.17000, 0.
-0.16000, 0.
-0.15000, 0.
-0.14000, 0.
-0.13000, 0.
-0.12000, 0.
-0.11000, 0.
-0.10000, 0.
-0.09000, 0.
-0.08000, 0.
-0.07000, 0.
-0.06000, 0.
-0.05000, 0.
-0.04000, 0.
-0.03000, 0.
-0.02000, 0.
-0.01000, 0.
0.00000, 0.
0.01000, 0.
0.02000, 0.
0.03000, 0.
0.04000, 0.
0.05000, 0.
0.06000, 0.
0.07000, 0.
0.08000, 0.
0.09000, 0.
0.10000, 0.
0.11000, 0.
0.12000, 0.
0.13000, 0.
0.14000, 0.
0.15000, 0.
0.16000, 0.
0.17000, 0.
0.18000, 0.
0.19000, 0.
0.20000, 0.
0.21000, 0.
0.22000, 0.
0.23000, 0.
0.24000, 0.
0.25000, 0.
0.26000, 0.
0.27000, 0.
0.28000, 0.
0.29000, 0.
0.30000, 1.
0.31000, 0.
0.32000, 0.
0.33000, 0.
0.34000, 2.
0.35000, 0.
0.36000, 1.
0.37000, 11.
0.38000, 9.
0.39000, 12.
0.40000, 23.
0.41000, 23.
0.42000, 30.
0.43000, 33.
0.44000, 47.
0.45000, 40.
0.46000, 44.
0.47000, 30.
0.48000, 33.
0.49000, 41.
0.50000, 42.
0.51000, 37.
0.52000, 36.
0.53000, 51.
0.54000, 29.
0.55000, 35.
0.56000, 40.
0.57000, 46.
0.58000, 29.
0.59000, 31.
0.60000, 48.
0.61000, 43.
0.62000, 36.
0.63000, 34.
0.64000, 39.
0.65000, 33.
0.66000, 36.
0.67000, 35.
0.68000, 41.
0.69000, 43.
0.70000, 35.
0.71000, 39.
0.72000, 45.
0.73000, 42.
0.74000, 36.
0.75000, 37.
0.76000, 40.
0.77000, 37.
0.78000, 40.
0.79000, 31.
0.80000, 26.
0.81000, 40.
0.82000, 33.
0.83000, 36.
0.84000, 42.
0.85000, 39.
0.86000, 31.
0.87000, 41.
0.88000, 31.
0.89000, 37.
0.90000, 35.
0.91000, 36.
0.92000, 51.
0.93000, 43.
0.94000, 43.
0.95000, 46.
0.96000, 41.
0.97000, 37.
0.98000, 38.
0.99000, 33.
1.00000, 49.
1.01000, 52.
1.02000, 44.
1.03000, 37.
1.04000, 37.
1.05000, 48.
1.06000, 42.
1.07000, 47.
1.08000, 53.
1.09000, 56.
1.10000, 40.
1.11000, 41.
1.12000, 26.
1.13000, 39.
1.14000, 36.
1.15000, 47.
1.16000, 30.
1.17000, 40.
1.18000, 39.
1.19000, 57.
1.20000, 61.
1.21000, 68.
1.22000, 66.
1.23000, 88.
1.24000, 88.
1.25000, 74.
1.26000, 98.
1.27000, 106.
1.28000, 93.
1.29000, 80.
1.30000, 80.
1.31000, 60.
1.32000, 49.
1.33000, 46.
1.34000, 41.
1.35000, 39.
1.36000, 42.
1.37000, 52.
1.38000, 67.
1.39000, 84.
1.40000, 128.
1.41000, 153.
1.42000, 228.
1.43000, 288.
1.44000, 413.
1.45000, 590.
1.46000, 683.
1.47000, 766.
1.48000, 853.
1.49000, 861.
1.50000, 850.
1.51000, 840.
1.52000, 745.
1.53000, 682.
1.54000, 466.
1.55000, 378.
1.56000, 286.
1.57000, 191.
1.58000, 180.
1.59000, 137.
1.60000, 114.
1.61000, 121.
1.62000, 125.
1.63000, 188.
1.64000, 280.
1.65000, 462.
1.66000, 684.
1.67000, 1116.
1.68000, 1572.
1.69000, 2226.
1.70000, 2964.
1.71000, 3689.
1.72000, 4429.
1.73000, 5013.
1.74000, 5469.
1.75000, 5341.
1.76000, 5212.
1.77000, 4787.
1.78000, 4008.
1.79000, 3248.
1.80000, 2563.
1.81000, 1817.
1.82000, 1412.
1.83000, 977.
1.84000, 687.
1.85000, 479.
1.86000, 382.
1.87000, 264.
1.88000, 231.
1.89000, 144.
1.90000, 120.
1.91000, 97.
1.92000, 78.
1.93000, 86.
1.94000, 63.
1.95000, 78.
1.96000, 94.
1.97000, 80.
1.98000, 99.
1.99000, 89.
2.00000, 87.
2.01000, 91.
2.02000, 120.
2.03000, 109.
2.04000, 81.
2.05000, 78.
2.06000, 72.
2.07000, 56.
2.08000, 49.
2.09000, 45.
2.10000, 45.
2.11000, 35.
2.12000, 41.
2.13000, 29.
2.14000, 25.
2.15000, 27.
2.16000, 41.
2.17000, 33.
2.18000, 24.
2.19000, 32.
2.20000, 28.
2.21000, 25.
2.22000, 33.
2.23000, 44.
2.24000, 43.
2.25000, 44.
2.26000, 36.
2.27000, 60.
2.28000, 52.
2.29000, 60.
2.30000, 77.
2.31000, 63.
2.32000, 63.
2.33000, 65.
2.34000, 83.
2.35000, 69.
2.36000, 47.
2.37000, 54.
2.38000, 33.
2.39000, 48.
2.40000, 43.
2.41000, 32.
2.42000, 44.
2.43000, 34.
2.44000, 46.
2.45000, 33.
2.46000, 35.
2.47000, 24.
2.48000, 38.
2.49000, 32.
2.50000, 26.
